"시군구","전용면적(㎡)","계약년월","계약일","거래금액(만원)","건축년도","거래유형"
"강원도 강릉시 연곡면 영진리","59.36","202209","28","         8,900","1997","중개거래"
"강원도 강릉시 연곡면 영진리","30.24","202209","27","         8,000","1999","직거래"
"강원도 강릉시 연곡면 영진리","84.8923","202209","3","        15,000","2005","중개거래"
"강원도 강릉시 연곡면 영진리","84.9157","202209","17","        30,000","2008","중개거래"
"강원도 강릉시 연곡면 영진리","84.9157","202209","22","        31,500","2008","중개거래"
"강원도 강릉시 옥천동","113.08","202209","21","        28,000","1992","직거래"
"강원도 강릉시 유천동","74.88","202209","8","        46,000","2018","중개거래"
"강원도 강릉시 입암동","59.64","202209","28","         8,800","1991","중개거래"
"강원도 강릉시 입암동","39.72","202209","20","         6,000","1988","중개거래"
"강원도 강릉시 입암동","59.685","202209","19","        12,800","1993","중개거래"
"강원도 강릉시 입암동","59.685","202209","23","         8,000","1993","중개거래"
"강원도 강릉시 입암동","43.47","202209","5","         3,500","1988","중개거래"
"강원도 강릉시 입암동","59.85","202209","2","        15,000","2000","중개거래"
"강원도 강릉시 입암동","39.85","202209","20","         6,300","2001","중개거래"
"강원도 강릉시 입암동","39.85","202209","23","         6,270","2001","직거래"
"강원도 강릉시 입암동","84.7","202209","12","        36,000","2006","중개거래"
"강원도 강릉시 입암동","84.7","202209","19","        34,000","2006","중개거래"
"강원도 강릉시 입암동","39.72","202209","1","        14,600","1986","중개거래"
"강원도 강릉시 입암동","39.3","202209","17","        11,000","1990","중개거래"
"강원도 강릉시 입암동","59.8","202209","24","        15,800","1996","중개거래"
"강원도 강릉시 입암동","49.97","202209","5","        13,850","1996","중개거래"
"강원도 강릉시 입암동","39.99","202209","17","         9,000","1996","중개거래"
"강원도 강릉시 입암동","39.99","202209","19","        11,800","1996","중개거래"
"강원도 강릉시 입암동","49.97","202209","22","        14,100","1996","중개거래"
"강원도 강릉시 입암동","49.62","202209","3","        14,000","1998","중개거래"
"강원도 강릉시 입암동","49.62","202209","7","        14,100","1998","중개거래"
"강원도 강릉시 입암동","49.62","202209","21","        17,100","1998","중개거래"
"강원도 강릉시 입암동","49.62","202209","21","        15,000","1998","중개거래"
"강원도 강릉시 입암동","59.99","202209","22","        20,500","1998","중개거래"
"강원도 강릉시 입암동","49.62","202209","23","        14,000","1998","중개거래"
"강원도 강릉시 입암동","39.348","202209","6","         5,800","1998","중개거래"
"강원도 강릉시 입암동","34.722","202209","22","         6,800","1998","중개거래"
"강원도 강릉시 입암동","34.722","202209","29","         7,300","1998","중개거래"
"강원도 강릉시 입암동","39.348","202209","30","         8,400","1998","중개거래"
"강원도 강릉시 주문진읍 교항리","49.86","202209","1","         7,250","1999","직거래"
"강원도 강릉시 주문진읍 교항리","59.98","202209","15","         9,000","1999","직거래"
"강원도 강릉시 주문진읍 교항리","59.98","202209","17","        11,800","1999","중개거래"
"강원도 강릉시 주문진읍 교항리","59.98","202209","30","         8,900","1999","직거래"
"강원도 강릉시 주문진읍 교항리","57.8","202209","21","        10,000","1993","중개거래"
"강원도 강릉시 주문진읍 교항리","36.2","202209","22","         9,900","1982","중개거래"
"강원도 강릉시 주문진읍 주문리","21.305","202209","3","        10,000","2017","중개거래"
"강원도 강릉시 주문진읍 주문리","23.662","202209","15","        10,000","2017","중개거래"
"강원도 강릉시 주문진읍 주문리","23.662","202209","21","         9,600","2017","중개거래"
"강원도 강릉시 주문진읍 주문리","26.207","202209","24","        12,900","2017","중개거래"
"강원도 강릉시 주문진읍 주문리","23.662","202209","25","        10,100","2017","중개거래"
"강원도 강릉시 주문진읍 주문리","59.33","202209","22","        13,700","2007","중개거래"
"강원도 강릉시 지변동","52.176","202209","14","        11,500","1998","중개거래"
"강원도 강릉시 지변동","33.471","202209","21","         5,800","1998","중개거래"
"강원도 강릉시 지변동","52.176","202209","24","        10,500","1998","중개거래"
"강원도 강릉시 지변동","59.961","202209","29","         8,000","1998","직거래"
"강원도 강릉시 지변동","59.961","202209","30","        11,000","1998","중개거래"
"강원도 강릉시 초당동","44.7","202209","23","        13,100","1994","중개거래"
"강원도 강릉시 초당동","29.82","202209","1","         7,600","1988","중개거래"
"강원도 강릉시 초당동","29.82","202209","15","         8,500","1988","중개거래"
"강원도 강릉시 초당동","29.82","202209","15","         8,500","1988","중개거래"
"강원도 강릉시 초당동","29.82","202209","29","         7,500","1988","중개거래"
"강원도 강릉시 초당동","49.815","202209","1","        18,000","1993","중개거래"
"강원도 강릉시 초당동","49.815","202209","28","        17,900","1993","중개거래"
"강원도 강릉시 초당동","49.815","202209","28","        17,900","1993","중개거래"
"강원도 강릉시 초당동","84.58","202209","18","        25,000","1995","중개거래"
"강원도 강릉시 포남동","55.41","202209","17","         9,500","1987","중개거래"
"강원도 강릉시 포남동","55.41","202209","26","         9,500","1987","중개거래"
"강원도 강릉시 포남동","59.677","202209","13","         8,200","1989","직거래"
"강원도 강릉시 포남동","19.99","202209","16","         5,000","1995","중개거래"
"강원도 강릉시 포남동","59.4","202209","17","         9,800","1985","중개거래"
"강원도 강릉시 포남동","82.5","202209","16","        25,000","1990","직거래"
"강원도 강릉시 포남동","58.87","202209","3","        18,700","1995","중개거래"
"강원도 강릉시 포남동","58.87","202209","16","        17,700","1995","중개거래"
"강원도 강릉시 포남동","59.135","202209","21","        18,700","1995","중개거래"
"강원도 강릉시 포남동","64.45","202209","8","         7,000","1991","직거래"
"강원도 강릉시 홍제동","84.961","202209","14","        36,000","2007","중개거래"
"강원도 강릉시 홍제동","84.9871","202209","17","        56,900","2016","중개거래"
"강원도 강릉시 홍제동","84.9819","202209","18","        54,700","2016","중개거래"
"강원도 강릉시 홍제동","50.445","202209","28","        11,800","1997","중개거래"
"강원도 강릉시 홍제동","84.9","202209","3","        38,500","2005","중개거래"
"강원도 강릉시 홍제동","105.715","202209","5","        43,000","2005","중개거래"
"강원도 강릉시 회산동","59.928","202209","13","        26,450","2017","중개거래"
"강원도 강릉시 회산동","59.928","202209","24","        29,500","2017","중개거래"
"강원도 강릉시 회산동","84.9925","202209","1","        45,400","2018","중개거래"
"강원도 고성군 간성읍 신안리","39.36","202209","5","         7,900","1998","중개거래"
"강원도 고성군 간성읍 신안리","59.68","202209","16","        13,000","1998","중개거래"
"강원도 고성군 간성읍 신안리","59.68","202209","26","        11,500","1998","중개거래"
"강원도 고성군 간성읍 신안리","39.36","202209","30","         6,500","1998","중개거래"
"강원도 고성군 거진읍 송포리","84.73","202209","17","        38,000","2006","중개거래"
"강원도 고성군 토성면 봉포리","80.4353","202209","29","        26,800","2020","중개거래"
"강원도 고성군 토성면 천진리","84.9721","202209","23","        45,000","2021","중개거래"
"강원도 고성군 토성면 청간리","37.65","202209","28","        15,000","2006","중개거래"
"강원도 동해시 구미동","52.06","202209","17","         5,400","1995","직거래"
"강원도 동해시 단봉동","31.5","202209","14","         2,300","1998","직거래"
"강원도 동해시 동회동","84.5525","202209","7","        12,400","1995","중개거래"
"강원도 동해시 동회동","59.97","202209","16","         8,000","1995","중개거래"
"강원도 동해시 동회동","45","202209","7","         6,500","1996","중개거래"
"강원도 동해시 동회동","73.4675","202209","8","        11,800","1996","중개거래"
"강원도 동해시 동회동","59.3575","202209","15","         7,800","1996","중개거래"
"강원도 동해시 동회동","84.98","202209","13","        19,500","2007","중개거래"
"강원도 동해시 동회동","59.6","202209","15","         6,500","1995","중개거래"
"강원도 동해시 동회동","59.6","202209","15","         5,300","1995","직거래"
"강원도 동해시 묵호진동","40.965","202209","15","         6,400","1996","중개거래"
"강원도 동해시 발한동","64.2","202209","23","         6,500","1988","중개거래"
"강원도 동해시 발한동","65.28","202209","28","         7,800","1988","중개거래"
"강원도 동해시 발한동","50.85","202209","4","         4,200","1991","중개거래"
"강원도 동해시 발한동","50.85","202209","22","         3,400","1991","직거래"
"강원도 동해시 발한동","84.53","202209","23","         6,300","1992","중개거래"
"강원도 동해시 발한동","39.24","202209","26","         3,500","1989","직거래"
"강원도 동해시 발한동","59.8993","202209","6","        20,500","2018","중개거래"
"강원도 동해시 발한동","75.5994","202209","24","        25,000","2018","중개거래"
"강원도 동해시 부곡동","63.87","202209","16","         3,700","1981","중개거래"
"강원도 동해시 부곡동","57.43","202209","23","         3,500","1981","중개거래"
"강원도 동해시 부곡동","57.43","202209","24","         4,500","1981","중개거래"
"강원도 동해시 부곡동","35.045","202209","7","         4,000","1995","직거래"
"강원도 동해시 북평동","78.64","202209","4","        31,000","2020","중개거래"
"강원도 동해시 북평동","78.86","202209","27","        30,650","2020","중개거래"
"강원도 동해시 북평동","84.8","202209","26","         5,250","1992","중개거래"
"강원도 동해시 쇄운동","54.21","202209","21","         3,750","1997","중개거래"
"강원도 동해시 쇄운동","39.08","202209","19","         5,800","2012","중개거래"
"강원도 동해시 쇄운동","60","202209","20","         9,300","2012","중개거래"
"강원도 동해시 쇄운동","39.08","202209","22","         6,200","2012","중개거래"
"강원도 동해시 쇄운동","60","202209","26","         9,100","2012","중개거래"
"강원도 동해시 쇄운동","60","202209","27","         8,800","2012","중개거래"
"강원도 동해시 쇄운동","49.57","202209","16","         3,900","1988","중개거래"
"강원도 동해시 어달동","40.965","202209","22","         5,800","1996","직거래"
"강원도 동해시 용정동","59.92","202209","1","         7,500","1996","직거래"
"강원도 동해시 용정동","59.92","202209","1","         8,600","1996","중개거래"
"강원도 동해시 용정동","36.68","202209","22","         3,000","1993","직거래"
"강원도 동해시 이도동","49.275","202209","7","         4,900","1996","중개거래"
"강원도 동해시 이도동","49.275","202209","29","         4,900","1996","중개거래"
"강원도 동해시 이도동","59.95","202209","19","        21,500","2018","중개거래"
"강원도 동해시 이도동","59.95","202209","19","        21,500","2018","중개거래"
"강원도 동해시 이도동","84.98","202209","22","        35,000","2018","중개거래"
"강원도 동해시 이도동","75.4987","202209","6","        25,500","2019","중개거래"
"강원도 동해시 이도동","75.4987","202209","13","        23,000","2019","중개거래"
"강원도 동해시 이도동","84.9464","202209","19","        29,000","2019","중개거래"
"강원도 동해시 이도동","49.62","202209","12","         6,100","1999","중개거래"
"강원도 동해시 이도동","59.39","202209","7","         8,400","1999","중개거래"
"강원도 동해시 이도동","59.39","202209","14","         9,050","1999","중개거래"
"강원도 동해시 이로동","41.94","202209","19","         3,200","2007","직거래"
"강원도 동해시 이로동","45.94","202209","25","         2,500","2007","직거래"
"강원도 동해시 천곡동","77.58","202209","24","        11,800","1992","중개거래"
"강원도 동해시 천곡동","59.88","202209","24","        11,800","1996","중개거래"
"강원도 동해시 천곡동","59.95","202209","30","         5,300","1994","중개거래"
"강원도 동해시 천곡동","84.99","202209","7","        14,800","1991","중개거래"
"강원도 동해시 천곡동","83.7","202209","19","        21,000","2000","중개거래"
"강원도 동해시 천곡동","83.7","202209","25","        22,000","2000","중개거래"
"강원도 동해시 천곡동","59.256","202209","1","         9,000","1996","중개거래"
"강원도 동해시 천곡동","59.256","202209","20","         9,000","1996","중개거래"
"강원도 동해시 천곡동","64.7915","202209","5","        23,900","2020","중개거래"
"강원도 동해시 천곡동","44.78","202209","8","         9,800","1983","중개거래"
"강원도 동해시 천곡동","59.3","202209","13","        10,800","1984","중개거래"
"강원도 동해시 천곡동","39.6","202209","2","         8,400","1989","중개거래"
"강원도 동해시 천곡동","39.6","202209","6","         7,250","1989","중개거래"
"강원도 동해시 천곡동","39.99","202209","15","         7,100","1989","중개거래"
"강원도 동해시 천곡동","39.99","202209","19","         7,000","1989","중개거래"
"강원도 동해시 천곡동","39.6","202209","21","         7,000","1989","중개거래"
"강원도 동해시 천곡동","39.99","202209","29","         6,800","1989","중개거래"
"강원도 동해시 천곡동","39.99","202209","29","         6,800","1989","중개거래"
"강원도 동해시 천곡동","49.81","202209","6","         8,200","1991","중개거래"
"강원도 동해시 천곡동","49.81","202209","20","         8,050","1991","중개거래"
"강원도 동해시 천곡동","49.81","202209","30","         5,300","1991","중개거래"
"강원도 동해시 천곡동","49.81","202209","4","         8,000","1992","중개거래"
"강원도 동해시 천곡동","49.81","202209","9","         8,100","1992","중개거래"
"강원도 동해시 천곡동","49.81","202209","21","         6,000","1992","직거래"
"강원도 동해시 천곡동","49.81","202209","27","         8,750","1992","중개거래"
"강원도 동해시 천곡동","84.945","202209","7","        15,500","1992","중개거래"
"강원도 동해시 천곡동","71.355","202209","8","        11,400","1992","중개거래"
"강원도 동해시 천곡동","84.945","202209","21","        13,200","1992","중개거래"
"강원도 동해시 천곡동","71.355","202209","23","        11,300","1992","중개거래"
"강원도 동해시 평릉동","59.4026","202209","21","        17,800","2010","중개거래"
"강원도 동해시 평릉동","59.9844","202209","26","        17,500","2010","중개거래"
"강원도 동해시 평릉동","59.9844","202209","29","        16,900","2010","중개거래"
"강원도 동해시 평릉동","59.9844","202209","30","        17,000","2010","중개거래"
"강원도 동해시 평릉동","84.9162","202209","20","        28,700","2010","중개거래"
"강원도 동해시 평릉동","69.762","202209","6","        18,300","2006","중개거래"
"강원도 동해시 평릉동","84.901","202209","19","        23,800","2006","중개거래"
"강원도 동해시 평릉동","69.762","202209","23","        20,000","2006","중개거래"
"강원도 동해시 효가동","84.9151","202209","21","        19,900","2013","중개거래"
"강원도 동해시 효가동","59.64","202209","16","         5,800","1994","중개거래"
"강원도 동해시 효가동","52.41","202209","5","         3,000","1992","중개거래"
"강원도 삼척시 갈천동","59.97","202209","29","         6,300","1992","중개거래"
"강원도 삼척시 갈천동","59.5743","202209","30","        16,700","2021","직거래"
"강원도 삼척시 교동","59.8769","202209","21","        19,700","2018","중개거래"
"강원도 삼척시 교동","59.8769","202209","21","        18,000","2018","중개거래"
"강원도 삼척시 교동","49.815","202209","1","         6,900","1993","중개거래"
"강원도 삼척시 교동","49.815","202209","26","         7,700","1993","직거래"
"강원도 삼척시 교동","59.8194","202209","19","        17,000","2018","직거래"
"강원도 삼척시 교동","59.85","202209","14","         8,300","2003","중개거래"
"강원도 삼척시 교동","60","202209","1","         9,000","2005","중개거래"
"강원도 삼척시 교동","84.929","202209","15","        19,500","2005","중개거래"
"강원도 삼척시 교동","60","202209","26","         9,300","2005","중개거래"
"강원도 삼척시 교동","60","202209","28","         9,300","2005","중개거래"
"강원도 삼척시 교동","117.31","202209","28","        21,200","1996","직거래"
"강원도 삼척시 교동","59.895","202209","26","        11,600","1998","중개거래"
"강원도 삼척시 교동","59.895","202209","30","        11,058","1998","직거래"
"강원도 삼척시 교동","59.82","202209","22","        17,200","2014","중개거래"
"강원도 삼척시 교동","96.15","202209","26","        36,000","2014","중개거래"
"강원도 삼척시 남양동","73.62","202209","28","         6,700","1990","중개거래"
"강원도 삼척시 도계읍 도계리","59.96","202209","26","         5,500","2003","직거래"
"강원도 삼척시 도계읍 도계리","47.25","202209","7","         2,350","1989","중개거래"
"강원도 삼척시 도계읍 도계리","37.62","202209","22","         2,500","1989","직거래"
"강원도 삼척시 원당동","47.31","202209","16","         4,500","1992","직거래"
"강원도 삼척시 원당동","84.54","202209","22","        12,000","1991","직거래"
"강원도 삼척시 정상동","56.97","202209","7","         7,300","1998","중개거래"
"강원도 삼척시 정상동","56.97","202209","15","         7,800","1998","직거래"
"강원도 삼척시 정상동","48.03","202209","13","         5,500","1999","중개거래"
"강원도 삼척시 정상동","32.43","202209","20","         3,500","1988","직거래"
"강원도 삼척시 정상동","32.43","202209","20","         2,600","1988","직거래"
"강원도 삼척시 정상동","59.85","202209","15","         8,500","2002","직거래"
"강원도 삼척시 정상동","59.85","202209","22","         8,600","2002","중개거래"
"강원도 삼척시 정상동","59.85","202209","26","         8,200","2002","직거래"
"강원도 삼척시 정상동","80.429","202209","21","        18,500","2005","직거래"
"강원도 속초시 교동","59.9584","202209","6","        14,600","2000","중개거래"
"강원도 속초시 교동","84.6036","202209","15","        24,500","2000","중개거래"
"강원도 속초시 교동","59.9584","202209","17","        15,500","2000","중개거래"
"강원도 속초시 교동","84.96","202209","22","        22,200","1997","중개거래"
"강원도 속초시 교동","60","202209","28","        18,950","1997","중개거래"
"강원도 속초시 교동","76.39","202209","16","        15,000","1991","중개거래"
"강원도 속초시 교동","84.93","202209","23","        16,000","1991","중개거래"
"강원도 속초시 교동","84.93","202209","24","        18,200","1991","중개거래"
"강원도 속초시 교동","59.31","202209","29","         9,500","1986","중개거래"
"강원도 속초시 교동","39.906","202209","14","         7,500","1995","중개거래"
"강원도 속초시 교동","43.26","202209","24","        10,000","1995","중개거래"
"강원도 속초시 교동","54.58","202209","15","        12,600","1994","중개거래"
"강원도 속초시 교동","54.58","202209","26","        12,900","1994","중개거래"
"강원도 속초시 교동","84.9","202209","19","        19,400","1991","중개거래"
"강원도 속초시 교동","59.78","202209","21","         9,500","1991","중개거래"
"강원도 속초시 교동","51.66","202209","20","        12,500","1993","중개거래"
"강원도 속초시 교동","51.66","202209","20","        12,500","1993","중개거래"
"강원도 속초시 교동","84.99","202209","20","        20,000","1991","중개거래"
"강원도 속초시 교동","75.24","202209","24","        18,400","1991","중개거래"
"강원도 속초시 교동","84.96","202209","7","        20,000","1992","중개거래"
"강원도 속초시 교동","130.095","202209","29","        25,500","1998","중개거래"
"강원도 속초시 교동","28.07","202209","21","         6,500","1997","중개거래"
"강원도 속초시 금호동","59.97","202209","5","        14,000","1994","중개거래"
"강원도 속초시 금호동","84.975","202209","6","        33,000","2006","중개거래"
"강원도 속초시 금호동","84.975","202209","15","        33,000","2006","중개거래"
"강원도 속초시 금호동","84.975","202209","22","        32,000","2006","중개거래"
"강원도 속초시 동명동","74.6496","202209","15","        30,000","2017","직거래"
"강원도 속초시 동명동","84.9147","202209","30","        39,500","2017","중개거래"
"강원도 속초시 영랑동","59.985","202209","20","        19,000","1990","중개거래"
"강원도 속초시 영랑동","84.495","202209","23","        15,600","1990","중개거래"
"강원도 속초시 영랑동","59.985","202209","26","        14,500","1990","중개거래"
"강원도 속초시 조양동","84.8533","202209","20","        23,000","2009","중개거래"
"강원도 속초시 조양동","84.8533","202209","20","        23,000","2009","중개거래"
"강원도 속초시 조양동","84.8533","202209","29","        28,500","2009","중개거래"
"강원도 속초시 조양동","59.93","202209","25","        14,600","1996","중개거래"
"강원도 속초시 조양동","49.92","202209","15","        14,000","1998","중개거래"
"강원도 속초시 조양동","59.905","202209","9","        18,000","1996","중개거래"
"강원도 속초시 조양동","166.535","202209","17","        38,000","1996","중개거래"
"강원도 속초시 조양동","166.535","202209","17","        38,000","1996","중개거래"
"강원도 속초시 조양동","133.835","202209","30","        31,000","1996","중개거래"
"강원도 속초시 조양동","50","202209","13","        16,800","1995","중개거래"
"강원도 속초시 조양동","50","202209","17","        15,400","1995","중개거래"
"강원도 속초시 조양동","60","202209","20","        19,000","1995","중개거래"
"강원도 속초시 조양동","50","202209","23","        16,400","1995","중개거래"
"강원도 속초시 조양동","50","202209","28","        16,000","1995","중개거래"
"강원도 속초시 조양동","50","202209","2","        14,500","1995","중개거래"
"강원도 속초시 조양동","50","202209","8","        16,400","1995","중개거래"
"강원도 속초시 조양동","40","202209","8","        12,000","1995","중개거래"
"강원도 속초시 조양동","60","202209","20","        16,000","1995","중개거래"
"강원도 속초시 조양동","59.76","202209","16","        16,700","2001","중개거래"
"강원도 속초시 조양동","49.65","202209","27","        13,500","2001","중개거래"
"강원도 속초시 조양동","59.76","202209","28","        15,000","2001","중개거래"
"강원도 속초시 조양동","74.5213","202209","7","        38,300","2019","중개거래"
"강원도 속초시 조양동","59.9027","202209","20","        32,000","2019","중개거래"
"강원도 속초시 조양동","84.91","202209","14","        31,600","2020","직거래"
"강원도 속초시 조양동","59.99","202209","27","        17,800","1998","중개거래"
"강원도 속초시 조양동","39.74","202209","27","        11,400","1998","중개거래"
"강원도 속초시 조양동","84.98","202209","9","        42,000","2019","중개거래"
"강원도 속초시 조양동","74.99","202209","16","        37,500","2019","중개거래"
"강원도 양구군 양구읍 상리","37.755","202209","7","         7,400","1998","중개거래"
"강원도 양구군 양구읍 상리","66.5198","202209","1","        14,500","2004","직거래"
"강원도 양구군 양구읍 정림리","77.12","202209","2","        16,500","2010","직거래"
"강원도 양구군 양구읍 정림리","84.9","202209","2","        17,000","2010","직거래"
"강원도 양구군 양구읍 정림리","77.12","202209","2","        16,500","2010","직거래"
"강원도 양구군 양구읍 정림리","84.9","202209","3","        20,000","2010","직거래"
"강원도 양구군 양구읍 정림리","77.12","202209","27","        17,000","2010","직거래"
"강원도 양구군 양구읍 정림리","77.12","202209","30","        16,500","2010","직거래"
"강원도 양구군 양구읍 중리","59.67","202209","19","         8,500","1995","중개거래"
"강원도 양양군 손양면 하왕도리","39.6","202209","9","         7,400","1998","중개거래"
"강원도 양양군 손양면 하왕도리","49.14","202209","13","         9,000","1998","중개거래"
"강원도 양양군 손양면 하왕도리","39.6","202209","30","         7,500","1998","중개거래"
"강원도 양양군 양양읍 거마리","25.45","202209","18","         3,850","1998","직거래"
"강원도 양양군 양양읍 구교리","95.8994","202209","20","        17,000","2006","중개거래"
"강원도 양양군 양양읍 구교리","40.41","202209","6","         6,700","1997","중개거래"
"강원도 양양군 양양읍 구교리","84.8989","202209","30","        20,000","2002","중개거래"
"강원도 양양군 양양읍 내곡리","84.6","202209","19","        18,000","2007","중개거래"
"강원도 양양군 양양읍 내곡리","84.6","202209","29","        14,000","2007","직거래"
"강원도 양양군 양양읍 내곡리","84.9782","202209","8","        36,000","2020","중개거래"
"강원도 양양군 양양읍 서문리","73.8029","202209","2","        24,300","2016","중개거래"
"강원도 양양군 양양읍 서문리","73.8029","202209","13","        22,000","2016","중개거래"
"강원도 양양군 양양읍 연창리","83.9688","202209","19","        27,000","2018","중개거래"
"강원도 양양군 양양읍 월리","31.5408","202209","7","         6,000","2002","중개거래"
"강원도 양양군 양양읍 월리","84.7407","202209","16","        16,200","2002","중개거래"
"강원도 양양군 양양읍 월리","84.7407","202209","16","        16,300","2002","중개거래"
"강원도 양양군 양양읍 청곡리","41.57","202209","27","         9,400","1995","중개거래"
"강원도 양양군 현남면 광진리","58.32","202209","16","        15,500","1998","직거래"
"강원도 양양군 현남면 광진리","38.88","202209","26","        11,000","1998","직거래"
"강원도 영월군 영월읍 덕포리","73.58","202209","26","         8,000","1994","직거래"
"강원도 영월군 영월읍 덕포리","69.7641","202209","6","        19,300","2018","중개거래"
"강원도 영월군 영월읍 덕포리","69.7641","202209","17","        19,000","2018","중개거래"
"강원도 영월군 영월읍 덕포리","69.7641","202209","26","        18,800","2018","중개거래"
"강원도 영월군 영월읍 방절리","39.9","202209","5","         3,200","1997","중개거래"
"강원도 영월군 영월읍 영흥리","44.67","202209","29","         3,250","1990","중개거래"
"강원도 영월군 영월읍 영흥리","59.94","202209","16","        17,000","2016","중개거래"
"강원도 영월군 영월읍 영흥리","69.4673","202209","2","        20,000","2021","중개거래"
"강원도 영월군 영월읍 영흥리","69.4673","202209","5","        20,000","2021","중개거래"
"강원도 영월군 영월읍 하송리","52.95","202209","20","         4,200","1986","직거래"
"강원도 영월군 영월읍 하송리","52.95","202209","21","         3,000","1986","직거래"
"강원도 영월군 영월읍 하송리","39.99","202209","30","         5,800","1992","중개거래"
"강원도 영월군 영월읍 하송리","49.96","202209","18","         7,800","1998","중개거래"
"강원도 영월군 영월읍 하송리","49.96","202209","19","         8,300","1998","직거래"
"강원도 영월군 영월읍 하송리","49.96","202209","28","         8,350","1998","중개거래"
"강원도 영월군 영월읍 하송리","59.8","202209","3","        11,200","1999","중개거래"
"강원도 원주시 개운동","84.98","202209","6","        25,000","2006","직거래"
"강원도 원주시 개운동","59.808","202209","6","        22,700","2006","중개거래"
"강원도 원주시 개운동","84.77","202209","7","        27,800","2006","중개거래"
"강원도 원주시 개운동","75.947","202209","17","        11,000","1992","중개거래"
"강원도 원주시 개운동","39.265","202209","2","         5,200","1999","중개거래"
"강원도 원주시 개운동","59.755","202209","26","         7,500","1999","중개거래"
"강원도 원주시 개운동","46.915","202209","26","         6,500","1999","중개거래"
"강원도 원주시 개운동","84.9","202209","7","        27,500","2010","중개거래"
"강원도 원주시 개운동","46.96","202209","19","        15,500","2010","직거래"
"강원도 원주시 관설동","59.85","202209","1","        11,800","2001","중개거래"
"강원도 원주시 관설동","59.85","202209","1","        12,800","2001","중개거래"
"강원도 원주시 관설동","59.85","202209","30","        12,500","2001","중개거래"
"강원도 원주시 관설동","59.85","202209","3","        11,800","2002","중개거래"
"강원도 원주시 관설동","59.85","202209","3","        13,200","2002","중개거래"
"강원도 원주시 관설동","59.85","202209","6","        12,700","2002","중개거래"
"강원도 원주시 관설동","59.85","202209","17","        14,500","2002","중개거래"
"강원도 원주시 관설동","84.96","202209","23","        21,000","2005","중개거래"
"강원도 원주시 단계동","84.91","202209","15","        16,500","1993","중개거래"
"강원도 원주시 단계동","76.54","202209","16","        16,000","1993","중개거래"
"강원도 원주시 단계동","76.54","202209","22","        16,000","1993","중개거래"
"강원도 원주시 단계동","84.91","202209","27","        17,100","1993","중개거래"
"강원도 원주시 단계동","84.91","202209","30","        17,300","1993","중개거래"
"강원도 원주시 단계동","84.75","202209","5","        22,000","1993","중개거래"
"강원도 원주시 단계동","49.58","202209","6","         6,800","1991","중개거래"
"강원도 원주시 단계동","73","202209","16","        10,000","1991","중개거래"
"강원도 원주시 단계동","49.58","202209","16","         7,000","1991","중개거래"
"강원도 원주시 단계동","49.58","202209","27","         7,400","1991","중개거래"
"강원도 원주시 단계동","101.67","202209","20","        22,500","1993","중개거래"
"강원도 원주시 단계동","95.27","202209","17","        20,500","1993","중개거래"
"강원도 원주시 단계동","95.27","202209","20","        20,000","1993","중개거래"
"강원도 원주시 단계동","84.97","202209","24","        31,000","2006","중개거래"
